,Unnamed: 0,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
9572,9572,3040000,3040000-101-2005-00302,2005-09-30,,1,영업/정상,1,영업,,,,,02 4550123,84.46,143-826,서울특별시 광진구 구의동 252-130 (2층) ,"서울특별시 광진구 아차산로51길 31 (구의동,(2층))",5043.0,來(래),2023-07-03 13:47:04,U,2023-07-05 02:40:00.0,호프/통닭,207429.670680253,448459.536821989,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,84.46,,,
9604,9604,3040000,3040000-101-2005-00334,2005-10-25,,1,영업/정상,1,영업,,,,,02 4666516,,143-903,서울특별시 광진구 중곡동 238-3번지 ,서울특별시 광진구 긴고랑로 5 (중곡동),4912.0,대광,2016-06-08 11:33:40,I,2018-08-31 23:59:59.0,호프/통닭,206749.452797073,451327.559534917,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,67.55,,,
9613,9613,3040000,3040000-101-2005-00343,2005-11-01,,1,영업/정상,1,영업,,,,,02 4972138,35.54,143-885,서울특별시 광진구 중곡동 43-20 (1층) ,"서울특별시 광진구 능동로44길 25 (중곡동,(1층))",4921.0,스케치피자치킨,2022-11-30 15:50:46,U,2022-12-02 02:40:00.0,호프/통닭,207272.406859774,450927.763780397,호프/통닭,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,35.54,,,
9626,9626,3040000,3040000-101-2005-00356,2005-11-15,,1,영업/정상,1,영업,,,,,,,143-866,서울특별시 광진구 자양동 616-14번지 ,"서울특별시 광진구 자양로13길 100, 1층 (자양동)",5063.0,참참치킨,2015-04-17 10:47:03,I,2018-08-31 23:59:59.0,호프/통닭,206975.125521698,447814.140282604,호프/통닭,0.0,0.0,주택가주변,,상수도전용,,,,,,,,,N,32.24,,,
9692,9692,3040000,3040000-101-2006-00022,2006-02-07,,1,영업/정상,1,영업,,,,,02 4615066,57.61,143-914,서울특별시 광진구 화양동 9-86 (3층) ,"서울특별시 광진구 동일로22길 89 (화양동,(3층))",5018.0,건대노크,2022-07-11 09:52:11,U,2022-07-13 02:40:00.0,호프/통닭,206040.68026483,448773.14043594,호프/통닭,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,57.61,,,
9722,9722,3040000,3040000-101-2006-00052,2006-03-07,,1,영업/정상,1,영업,,,,,02 4669299,25.75,143-916,서울특별시 광진구 화양동 20-25 ,서울특별시 광진구 광나루로12길 19 (화양동),5007.0,비비큐(BBQ)화양점,2021-06-30 14:22:15,U,2021-07-02 02:40:00.0,호프/통닭,205905.74839177,449388.004193115,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,25.75,,,
9745,9745,3040000,3040000-101-2006-00075,2006-03-30,,1,영업/정상,1,영업,,,,,02 5434578,58.87,143-917,서울특별시 광진구 화양동 47-76 (2층) ,"서울특별시 광진구 동일로22길 65 (화양동,(2층))",5018.0,솔방울,2024-04-19 13:41:15,U,2024-04-21 02:40:00.0,호프/통닭,205933.52014729,448820.180541211,호프/통닭,,,,,,,,,,,,,,N,58.87,,,
9750,9750,3040000,3040000-101-2006-00080,2006-04-04,,1,영업/정상,1,영업,,,,,02 4530817,,143-826,서울특별시 광진구 구의동 251-49번지 ,서울특별시 광진구 자양로22길 15 (구의동),5039.0,남촌,2018-05-08 13:41:50,I,2018-08-31 23:59:59.0,호프/통닭,207376.86320661,448604.49955515,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,25.08,,,
9759,9759,3040000,3040000-101-2006-00089,2006-04-11,,1,영업/정상,1,영업,,,,,02 4989029,28.88,143-838,서울특별시 광진구 군자동 474-1 ,서울특별시 광진구 군자로17길 42 (군자동),4996.0,스카이,2022-01-07 17:42:48,U,2022-01-09 02:40:00.0,호프/통닭,206778.442985008,450528.374967074,호프/통닭,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,28.88,,,
9806,9806,3040000,3040000-101-2006-00136,2006-05-23,,1,영업/정상,1,영업,,,,,,,143-903,서울특별시 광진구 중곡동 221-8번지 ,서울특별시 광진구 긴고랑로13길 19-1 (중곡동),4909.0,디딤돌 식당,2013-03-07 10:31:25,I,2018-08-31 23:59:59.0,호프/통닭,207178.081270172,451252.015060724,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,24.91,,,
9815,9815,3040000,3040000-101-2006-00145,2006-06-07,,1,영업/정상,1,영업,,,,,02 4637472,234.19,143-914,"서울특별시 광진구 화양동 8-88 (2,3층) ","서울특별시 광진구 아차산로33길 27 (화양동,(2,3층))",5017.0,지구상사건대점,2020-08-21 10:28:58,U,2020-08-23 02:40:00.0,호프/통닭,206138.386777748,448815.756584823,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,Y,234.19,,,
9827,9827,3040000,3040000-101-2006-00157,2006-06-20,,1,영업/정상,1,영업,,,,,0222015713,,143-888,서울특별시 광진구 중곡동 79-16번지 ,서울특별시 광진구 용마산로6길 7 (중곡동),4949.0,또모꼬치킨호프,2007-12-18 14:04:08,I,2018-08-31 23:59:59.0,호프/통닭,207750.373723335,450575.262241214,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,31.11,,,
9856,9856,3040000,3040000-101-2006-00186,2006-08-09,,1,영업/정상,1,영업,,,,,02 4469282,36.71,143-825,서울특별시 광진구 구의동 246-96 ,서울특별시 광진구 자양로18길 44 (구의동),5044.0,이모네포차,2022-03-29 10:52:16,U,2022-03-31 02:40:00.0,호프/통닭,207527.333754237,448405.749230355,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,36.71,,,
9883,9883,3040000,3040000-101-2006-00213,2006-09-13,,1,영업/정상,1,영업,,,,,02 4988292,,143-862,서울특별시 광진구 자양동 553-13번지 ,서울특별시 광진구 뚝섬로23길 32 (자양동),5077.0,치킨마루,2012-11-26 10:11:11,I,2018-08-31 23:59:59.0,호프/통닭,205684.865929365,448317.345443884,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,32.04,,,
9895,9895,3040000,3040000-101-2006-00225,2006-10-04,,1,영업/정상,1,영업,,,,,02 4584212,16.0,143-917,서울특별시 광진구 화양동 45-38 ,서울특별시 광진구 동일로24길 38-1 (화양동),5019.0,더후라이팬치킨,2022-11-30 15:50:57,U,2022-12-02 02:40:00.0,호프/통닭,205873.677620645,449015.840871201,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,16.0,,,
9913,9913,3040000,3040000-101-2006-00243,2006-10-26,,1,영업/정상,1,영업,,,,,,56.17,143-914,서울특별시 광진구 화양동 5-56 ,서울특별시 광진구 아차산로33길 28-10 (화양동),5017.0,뉴웨이브서울(New Wave Seoul),2021-11-18 13:22:48,U,2021-11-20 02:40:00.0,호프/통닭,206185.167720657,448830.533271566,호프/통닭,0.0,0.0,,,,,,,,,,,,N,56.17,,,
9919,9919,3040000,3040000-101-2006-00249,2006-10-27,,1,영업/정상,1,영업,,,,,02 4441744,72.99,143-825,서울특별시 광진구 구의동 246-30 ,"서울특별시 광진구 자양로18길 12-3, 1층 (구의동)",5044.0,새맛식당,2021-07-13 10:02:21,U,2021-07-15 02:40:00.0,호프/통닭,207383.958824077,448349.987268008,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,72.99,,,
9923,9923,3040000,3040000-101-2006-00253,2006-10-31,,1,영업/정상,1,영업,,,,,02455 4123,74.65,143-866,서울특별시 광진구 자양동 624-30 1층 ,"서울특별시 광진구 자양로13길 26, 1층 (자양동)",5057.0,오감만족,2023-04-04 10:58:51,U,2023-04-06 02:40:00.0,호프/통닭,207234.68460488,448107.572997321,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,29.23,,,
9932,9932,3040000,3040000-101-2006-00262,2006-11-09,,1,영업/정상,1,영업,,,,,02 4634266,,143-838,서울특별시 광진구 군자동 474-1번지 ,서울특별시 광진구 군자로17길 42 (군자동),4996.0,순이네맷돌빈대떡,2014-09-30 11:01:21,I,2018-08-31 23:59:59.0,호프/통닭,206778.442985008,450528.374967074,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,18.82,,,
9938,9938,3040000,3040000-101-2006-00268,2006-11-14,,1,영업/정상,1,영업,,,,,02 4667690,31.85,143-838,서울특별시 광진구 군자동 476-7번지 ,"서울특별시 광진구 군자로 174, 1층 (군자동)",4997.0,파쏘(PaSSo),2019-08-29 11:39:58,U,2019-08-31 02:40:00.0,호프/통닭,206805.333638275,450428.476573388,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,31.85,,,
9942,9942,3040000,3040000-101-2006-00272,2006-11-15,,1,영업/정상,1,영업,,,,,,57.7,143-886,서울특별시 광진구 중곡동 55-9번지 ,서울특별시 광진구 용마산로7길 24 (중곡동),4922.0,제3위드치킨호프,2020-01-23 11:16:02,U,2020-01-25 02:40:00.0,호프/통닭,207564.473790195,450795.041367981,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,57.7,,,
9951,9951,3040000,3040000-101-2006-00281,2006-11-28,,1,영업/정상,1,영업,,,,,02 4471569,44.8,143-826,서울특별시 광진구 구의동 252-36번지 ,서울특별시 광진구 자양로18길 11 (구의동),5043.0,팔팔회,2019-06-20 11:29:23,U,2019-06-22 02:40:00.0,호프/통닭,207368.258796328,448385.240096135,호프/통닭,,,,,,,,,,,,,,N,44.8,,,
9979,9979,3040000,3040000-101-2006-00309,2006-12-14,,1,영업/정상,1,영업,,,,,02 4579949,,143-852,서울특별시 광진구 자양동 219-35번지 ,서울특별시 광진구 아차산로 354 (자양동),5055.0,동네친구,2015-11-17 10:11:39,I,2018-08-31 23:59:59.0,호프/통닭,207173.445312146,448266.814327441,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,45.6,,,
10009,10009,3040000,3040000-101-2007-00020,2007-01-30,,1,영업/정상,1,영업,,,,,,10.08,143-909,서울특별시 광진구 중곡동 564-11 ,서울특별시 광진구 답십리로 374 (중곡동),4902.0,초원호프,2024-05-08 14:17:13,U,2024-05-10 02:40:00.0,호프/통닭,207169.713123245,452126.656821486,호프/통닭,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,10.08,,,
10042,10042,3040000,3040000-101-2007-00054,2007-02-27,,1,영업/정상,1,영업,,,,,0222017757,37.4,143-761,서울특별시 광진구 구의동 631-1 현대프라임아파트 ,"서울특별시 광진구 광나루로56길 63, 현대프라임프라자상가 1층 102호 (구의동)",5119.0,멕시카나구의강변점,2021-07-15 14:44:42,U,2021-07-17 02:40:00.0,호프/통닭,208558.286631653,448353.905156369,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,37.4,,,
10069,10069,3040000,3040000-101-2007-00081,2007-03-20,,1,영업/정상,1,영업,,,,,02 4692455,77.97,143-862,서울특별시 광진구 자양동 553-155번지 (2층) ,"서울특별시 광진구 뚝섬로23길 34 (자양동,(2층))",5077.0,형제호프,2020-02-04 10:33:01,U,2020-02-06 02:40:00.0,호프/통닭,205695.74632433,448321.010766663,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,77.97,,,
10078,10078,3040000,3040000-101-2007-00090,2007-03-27,,1,영업/정상,1,영업,,,,,02 4666184,63.24,143-903,서울특별시 광진구 중곡동 241-30 지하1층 ,서울특별시 광진구 긴고랑로 31 (중곡동),4910.0,정원,2021-09-28 14:26:51,U,2021-09-30 02:40:00.0,호프/통닭,207002.629892424,451226.054384441,호프/통닭,0.0,0.0,,,상수도전용,,,,,,,,,N,63.24,,,
10192,10192,3040000,3040000-101-2007-00205,2007-06-26,,1,영업/정상,1,영업,,,,,02  469 4267,103.36,143-917,서울특별시 광진구 화양동 48-25 지하1층 ,"서울특별시 광진구 아차산로29길 7 (화양동,지하1층)",5019.0,메이빌(Mayville),2022-09-30 11:01:44,U,2022-10-02 02:40:00.0,호프/통닭,205948.348025434,448786.669354019,호프/통닭,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,103.36,,,
10206,10206,3040000,3040000-101-2007-00219,2007-07-10,,1,영업/정상,1,영업,,,,,0234368225,105.53,143-828,서울특별시 광진구 구의동 257-122 2층 ,"서울특별시 광진구 자양로18길 53, 2층 (구의동)",5042.0,올레,2022-03-30 10:50:12,U,2022-04-01 02:40:00.0,호프/통닭,207564.588698853,448441.781875168,호프/통닭,,,,,상수도전용,,,,,,,,,Y,105.53,,,
10260,10260,3040000,3040000-101-2007-00273,2007-09-10,,1,영업/정상,1,영업,,,,,02 4444033,69.36,143-853,서울특별시 광진구 자양동 774-28 ,서울특별시 광진구 아차산로 327 (자양동),5027.0,동촌,2021-06-30 14:40:55,U,2021-07-02 02:40:00.0,호프/통닭,206943.376372974,448394.307478626,호프/통닭,,,,,상수도전용,,,,,,,,,N,69.36,,,
10264,10264,3040000,3040000-101-2007-00277,2007-09-13,,1,영업/정상,1,영업,,,,,,88.02,143-819,서울특별시 광진구 구의동 80-34 ,서울특별시 광진구 자양로 205 (구의동),4991.0,더벤티구의사거리점,2022-07-29 09:38:57,U,2022-07-31 02:40:00.0,호프/통닭,207509.04296926,449285.020450024,호프/통닭,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,88.02,,,
10297,10297,3040000,3040000-101-2007-00311,2007-10-10,,1,영업/정상,1,영업,,,,,02 4615349,79.15,143-917,서울특별시 광진구 화양동 46-47 (4층) ,"서울특별시 광진구 동일로22길 57 (화양동,(4층))",5019.0,비노앤오,2022-04-18 15:04:32,U,2022-04-20 02:40:00.0,호프/통닭,205892.194196989,448840.119988339,호프/통닭,,,기타,,상수도전용,,,,,,,,,N,79.15,,,
10308,10308,3040000,3040000-101-2007-00322,2007-10-19,,1,영업/정상,1,영업,,,,,02 4579933,63.96,143-805,서울특별시 광진구 광장동 244-24 2층 ,"서울특별시 광진구 아차산로 589, 2층 (광장동)",4968.0,삼통치킨,2022-11-30 15:52:41,U,2022-12-02 02:40:00.0,호프/통닭,209187.672641774,449309.364428804,호프/통닭,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,63.96,,,
10325,10325,3040000,3040000-101-2007-00339,2007-11-01,,1,영업/정상,1,영업,,,,,0222443350,37.8,143-816,서울특별시 광진구 구의동 30-15 ,서울특별시 광진구 자양로 309 (구의동),4955.0,카스광장,2023-04-05 13:52:25,U,2023-04-07 02:40:00.0,호프/통닭,208158.784703517,450097.085495605,호프/통닭,,,,,상수도전용,,,,,,,,,N,37.8,,,
10327,10327,3040000,3040000-101-2007-00341,2007-11-05,,1,영업/정상,1,영업,,,,,02  494 5217,138.4,143-220,서울특별시 광진구 중곡동 607-3 ,"서울특별시 광진구 용마산로 191, 지층,1층 (중곡동)",4903.0,자키자키,2023-10-13 14:27:47,U,2023-10-15 02:40:00.0,호프/통닭,207522.173515453,452055.161324433,호프/통닭,,,주택가주변,,상수도전용,,,,,,,,,N,138.4,,,
10328,10328,3040000,3040000-101-2007-00342,2007-11-05,,1,영업/정상,1,영업,,,,,0222014487,31.16,143-826,서울특별시 광진구 구의동 248-137번지 ,서울특별시 광진구 아차산로51길 66 (구의동),5040.0,엄탕,2019-03-22 18:04:14,U,2019-03-24 02:40:00.0,호프/통닭,207447.869857669,448630.700052848,호프/통닭,,,,,상수도전용,,,,,,,,,N,31.16,,,
10348,10348,3040000,3040000-101-2007-00362,2007-11-22,,1,영업/정상,1,영업,,,,,02 4684862,,143-843,서울특별시 광진구 자양동 45-17번지 (지하1층) ,"서울특별시 광진구 뚝섬로 496 (자양동,(지하1층))",5085.0,도레미7080,2014-01-08 09:53:29,I,2018-08-31 23:59:59.0,호프/통닭,205695.245621954,448195.920508043,호프/통닭,,,주택가주변,,상수도전용,,,,,,,,,N,78.48,,,
10372,10372,3040000,3040000-101-2007-00386,2007-12-12,,1,영업/정상,1,영업,,,,,02 4589282,,143-805,서울특별시 광진구 광장동 248-10번지 ,서울특별시 광진구 아차산로73길 32 (광장동),4968.0,본스치킨,2009-09-08 10:25:19,I,2018-08-31 23:59:59.0,호프/통닭,209050.985165857,449364.522510675,호프/통닭,,,,,상수도전용,,,,,,,,,N,69.17,,,
10377,10377,3040000,3040000-101-2007-00391,2007-12-18,,1,영업/정상,1,영업,,,,,02 4533392,24.0,143-926,서울특별시 광진구 화양동 515번지 (1층) ,"서울특별시 광진구 능동로16길 48 (화양동,(1층))",5021.0,소문난식당,2019-09-30 10:26:40,U,2019-10-02 02:40:00.0,호프/통닭,206619.093998445,449202.713057975,호프/통닭,,,,,상수도전용,,,,,,,,,N,24.0,,,
10402,10402,3040000,3040000-101-2008-00015,2008-01-16,,1,영업/정상,1,영업,,,,,,,143-903,서울특별시 광진구 중곡동 241-1번지 ,서울특별시 광진구 면목로 114 (중곡동),4910.0,금정커피호프,2017-05-29 09:37:17,I,2018-08-31 23:59:59.0,호프/통닭,207014.648806874,451264.947959838,호프/통닭,,,,,,,,,,,,,,N,46.9,,,
10410,10410,3040000,3040000-101-2008-00023,2008-01-23,,1,영업/정상,1,영업,,,,,02 4589221,24.79,143-863,서울특별시 광진구 자양동 580-1 외2필지 ,"서울특별시 광진구 뚝섬로41길 8 (자양동,외2필지)",5068.0,굽네치킨자양점,2024-09-23 10:43:19,U,2024-09-25 02:40:00.0,호프/통닭,206568.980449525,447968.031629643,호프/통닭,,,,,상수도전용,,,,,,,,,N,24.79,,,
10533,10533,3040000,3040000-101-2008-00147,2008-05-26,,1,영업/정상,1,영업,,,,,02 9694256,74.7,143-917,서울특별시 광진구 화양동 45-82 ,서울특별시 광진구 아차산로25길 13 (화양동),5019.0,역전할머니맥주(건대점),2023-12-18 10:08:19,U,2023-12-20 02:40:00.0,호프/통닭,205821.898455547,448867.037894995,호프/통닭,,,,,상수도전용,,,,,,,,,N,74.7,,,
10537,10537,3040000,3040000-101-2008-00151,2008-05-28,,1,영업/정상,1,영업,,,,,07040444552,28.16,143-917,서울특별시 광진구 화양동 47-42 ,"서울특별시 광진구 동일로24길 64, 1층 (화양동)",5018.0,식물와인바,2023-10-31 11:22:45,U,2023-11-02 02:40:00.0,호프/통닭,205986.215200121,448966.778867627,호프/통닭,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,28.16,,,
10542,10542,3040000,3040000-101-2008-00156,2008-06-03,,1,영업/정상,1,영업,,,,,02  467 0208,91.8,143-903,서울특별시 광진구 중곡동 239-85 ,서울특별시 광진구 긴고랑로 23 (중곡동),4912.0,치킨뱅이(중곡1호점),2020-11-04 15:45:51,U,2020-11-06 02:40:00.0,호프/통닭,206915.543812822,451262.801208003,호프/통닭,,,,,,,,,,,,,,N,91.8,,,
10592,10592,3040000,3040000-101-2008-00206,2008-07-25,,1,영업/정상,1,영업,,,,,0234368190,,143-827,서울특별시 광진구 구의동 253-3번지 (1층) ,"서울특별시 광진구 자양로 191 (구의동,(1층))",5024.0,한마당치킨호프,2011-07-28 14:55:52,I,2018-08-31 23:59:59.0,호프/통닭,207433.670818884,449160.886093369,호프/통닭,,,,,상수도전용,,,,,,,,,N,27.2,,,
10601,10601,3040000,3040000-101-2008-00215,2008-08-01,,1,영업/정상,1,영업,,,,,02 4441001,213.85,143-822,서울특별시 광진구 구의동 212-2 지상2층 ,"서울특별시 광진구 아차산로 473 (구의동,지상2층)",5035.0,가르텐호프앤레스트,2021-06-23 10:34:07,U,2021-06-25 02:40:00.0,호프/통닭,208261.748825555,448701.658478751,호프/통닭,,,,,상수도전용,,,,,,,,,Y,213.85,,,
10626,10626,3040000,3040000-101-2008-00240,2008-08-27,,1,영업/정상,1,영업,,,,,0236751356,39.65,143-872,서울특별시 광진구 자양동 652-25 (1층) ,"서울특별시 광진구 뚝섬로 652-1 (자양동,(1층))",5101.0,강진식당,2021-09-01 11:07:34,U,2021-09-03 02:40:00.0,호프/통닭,207180.853844847,447674.2434003,호프/통닭,,,,,상수도전용,,,,,,,,,N,39.65,,,
10666,10666,3040000,3040000-101-2008-00280,2008-10-20,,1,영업/정상,1,영업,,,,,02 4691118,,143-914,서울특별시 광진구 화양동 3-27번지 (지하1층) ,"서울특별시 광진구 능동로 137-3 (화양동,(지하1층))",5011.0,마미블루,2017-02-28 11:14:39,I,2018-08-31 23:59:59.0,호프/통닭,206269.702374078,449001.60022791,호프/통닭,,,주택가주변,,상수도전용,,,,,,,,,N,62.56,,,
10668,10668,3040000,3040000-101-2008-00282,2008-10-21,,1,영업/정상,1,영업,,,,,02  22093635,22.67,143-909,서울특별시 광진구 중곡동 564-1번지 (1층) ,"서울특별시 광진구 답십리로 376 (중곡동,(1층))",4902.0,옛사랑,2020-01-31 11:20:26,U,2020-02-02 02:40:00.0,호프/통닭,207183.255174147,452124.901251429,호프/통닭,,,,,상수도전용,,,,,,,,,N,22.67,,,
10670,10670,3040000,3040000-101-2008-00284,2008-10-23,,1,영업/정상,1,영업,,,,,,44.6,143-891,서울특별시 광진구 중곡동 141-22 (1층) ,"서울특별시 광진구 천호대로111길 35 (중곡동,(1층))",4928.0,숯불직화꼬치바베큐,2022-12-02 14:39:05,U,2022-12-04 02:40:00.0,호프/통닭,207226.352088918,450630.217783221,호프/통닭,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,44.6,,,
10695,10695,3040000,3040000-101-2008-00309,2008-11-03,,1,영업/정상,1,영업,,,,,02 4529214,26.46,143-865,서울특별시 광진구 자양동 608-31 ,서울특별시 광진구 자양번영로6길 15 (자양동),5098.0,피자나라 치킨공주,2022-11-30 15:52:52,U,2022-12-02 02:40:00.0,호프/통닭,206681.57338058,447804.996873797,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,26.46,,,
10702,10702,3040000,3040000-101-2008-00316,2008-11-06,,1,영업/정상,1,영업,,,,,02 4444473,106.92,143-832,서울특별시 광진구 구의동 631-1번지 ,서울특별시 광진구 광나루로56길 29 (구의동),5119.0,투존치킨구의점앤비어,2020-01-23 11:26:55,U,2020-01-25 02:40:00.0,호프/통닭,208558.286631653,448353.905156369,호프/통닭,,,,,상수도전용,,,,,,,,,Y,106.92,,,
